airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,617922,4139,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
GCLP,608414,9998,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
EGCC,370529,1631,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGKK,367490,1799,LGW,51.148102,-0.190278,London Gatwick Airport
GCXO,302869,6559,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
EIDW,259119,1209,DUB,53.421299,-6.27007,Dublin Airport
LEBL,236457,1793,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEBB,150966,962,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EGBB,149864,670,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGPF,129412,577,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EHAM,109042,805,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGNX,104950,504,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EDDL,104731,646,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EICK,93691,487,ORK,51.84130096435547,-8.491109848022461,Cork Airport
EDDF,86009,440,FRA,50.033333,8.570556,Frankfurt am Main Airport
