airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,1508972,9081,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
GCXO,659659,12073,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
GCRR,557309,11320,ACE,28.945498999999998,-13.6052,Lanzarote Airport
GCFV,453420,9707,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
LEBL,409574,2393,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EDDL,363192,1939,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EHAM,357235,2186,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGKK,325172,1809,LGW,51.148102,-0.190278,London Gatwick Airport
ESSA,316645,1459,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
ENGM,311056,1572,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EGCC,298711,1557,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDDF,241495,1176,FRA,50.033333,8.570556,Frankfurt am Main Airport
EDDM,224142,1289,MUC,48.353802,11.7861,Munich Airport
EKCH,213376,1217,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EFHK,189351,1006,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
EDDH,179389,954,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EDDV,173205,990,HAJ,52.461101532,9.68507957458,Hannover Airport
LEZL,172104,1076,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EGBB,168979,1019,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EDDK,165201,1015,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
LEMG,153278,1043,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
EDDS,146263,832,STR,48.6898994446,9.22196006775,Stuttgart Airport
EBBR,141547,944,BRU,50.9014015198,4.48443984985,Brussels Airport
ESGG,139991,667,GOT,57.662799835205,12.279800415039,Gothenburg-Landvetter Airport
EIDW,139157,838,DUB,53.421299,-6.27007,Dublin Airport
LSZH,125130,925,ZRH,47.464698999999996,8.54917,Zürich Airport
EGSS,117637,669,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGNX,105652,597,EMA,52.8311004639,-1.32806003094,East Midlands Airport
GCLA,101710,1849,SPC,28.626499,-17.7556,La Palma Airport
LFSB,100783,633,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
LEBB,100733,659,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EDDT,97303,544,TXL,52.5597,13.2877,Berlin-Tegel Airport
EKBI,93071,517,BLL,55.7402992249,9.15178012848,Billund Airport
LEST,91685,632,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EGGD,85539,479,BRS,51.382702,-2.71909,Bristol Airport
EGPF,77627,423,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EDDB,76475,432,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
