airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,1305670,8053,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
GCXO,604593,11130,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
GCRR,525619,10574,ACE,28.945498999999998,-13.6052,Lanzarote Airport
GCFV,407988,7520,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
LEBL,331814,1964,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EDDL,328725,1673,DUS,51.289501,6.766780000000001,Düsseldorf Airport
ENGM,298385,1543,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
ESSA,293525,1306,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EHAM,292379,1950,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGKK,284097,1602,LGW,51.148102,-0.190278,London Gatwick Airport
EDDF,216055,1059,FRA,50.033333,8.570556,Frankfurt am Main Airport
EGCC,208158,1060,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDDM,205907,1132,MUC,48.353802,11.7861,Munich Airport
EKCH,198278,1101,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EFHK,189802,1016,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
EDDH,177955,957,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
LEZL,175070,1156,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EDDV,153059,863,HAJ,52.461101532,9.68507957458,Hannover Airport
EDDK,144295,863,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EIDW,124098,761,DUB,53.421299,-6.27007,Dublin Airport
ESGG,122833,559,GOT,57.662799835205,12.279800415039,Gothenburg-Landvetter Airport
EDDS,122756,718,STR,48.6898994446,9.22196006775,Stuttgart Airport
EGBB,120205,684,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EBBR,119048,783,BRU,50.9014015198,4.48443984985,Brussels Airport
LEMG,110578,771,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
LSZH,110138,765,ZRH,47.464698999999996,8.54917,Zürich Airport
EGSS,103778,588,STN,51.8849983215,0.23499999940400002,London Stansted Airport
GCLA,95688,1953,SPC,28.626499,-17.7556,La Palma Airport
LEBB,95414,654,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LFSB,89098,552,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
EKBI,87229,480,BLL,55.7402992249,9.15178012848,Billund Airport
EDDT,85948,463,TXL,52.5597,13.2877,Berlin-Tegel Airport
LEST,85858,589,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EGNX,78047,432,EMA,52.8311004639,-1.32806003094,East Midlands Airport
