airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,1576080,12099,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEMD,1411243,10155,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EDDL,1214014,6375,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EDDK,845692,4853,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EDDF,778333,4310,FRA,50.033333,8.570556,Frankfurt am Main Airport
EDDH,732572,4237,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EGKK,715633,4125,LGW,51.148102,-0.190278,London Gatwick Airport
EGCC,676722,3533,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDDS,661659,3744,STR,48.6898994446,9.22196006775,Stuttgart Airport
EDDM,658071,3792,MUC,48.353802,11.7861,Munich Airport
EDDT,517025,3017,TXL,52.5597,13.2877,Berlin-Tegel Airport
EDDV,484798,2907,HAJ,52.461101532,9.68507957458,Hannover Airport
LSZH,465349,3107,ZRH,47.464698999999996,8.54917,Zürich Airport
LEIB,432023,8152,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
LEVC,431262,4561,VLC,39.4893,-0.481625,Valencia Airport
EGNX,331594,1901,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EGSS,324234,1997,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LFSB,297565,1978,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
EDDN,293157,1677,NUE,49.498699,11.078056,Nuremberg Airport
EGGD,288891,1667,BRS,51.382702,-2.71909,Bristol Airport
LEZL,283162,1892,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EKCH,276833,1628,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
LEAL,274311,2753,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
ESSA,261396,1284,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EGBB,257877,1377,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGGW,250341,1727,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EDLP,246543,1545,PAD,51.614101409899995,8.616319656369999,Paderborn Lippstadt Airport
LOWW,244294,1618,VIE,48.110298156738004,16.569700241089002,Vienna International Airport
EDDP,242758,1343,LEJ,51.423889,12.236388999999999,Leipzig/Halle Airport
LEMH,233358,6551,MAH,39.86259841918945,4.2186498641967765,Menorca Airport
EGNM,230927,1388,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EGNT,229771,1365,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EBBR,228663,1481,BRU,50.9014015198,4.48443984985,Brussels Airport
LEMG,226845,1569,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
EGPF,213688,1242,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EHAM,209686,1379,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LEBB,196369,1417,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EDSB,186147,1164,FKB,48.7793998718,8.08049964905,Karlsruhe Baden-Baden Airport
EGGP,183452,1185,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
EDDW,180806,1120,BRE,53.0475006104,8.78666973114,Bremen Airport
EDDG,168990,1095,FMO,52.134601593,7.68483018875,Münster Osnabrück Airport
EDDB,160948,1034,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
EGPH,157272,1029,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
LSGG,155499,1158,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
LFPO,154731,1213,ORY,48.7233333,2.3794444,Paris-Orly Airport
EDDR,144802,927,SCN,49.2145996094,7.10950994492,Saarbrücken Airport
ENGM,143855,658,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EGAA,137445,903,BFS,54.6575012207,-6.21582984924,Belfast International Airport
EDLW,135288,950,DTM,51.518299102799986,7.61223983765,Dortmund Airport
EDFH,130866,790,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
EIDW,130199,787,DUB,53.421299,-6.27007,Dublin Airport
EKBI,129398,764,BLL,55.7402992249,9.15178012848,Billund Airport
EGLL,126560,926,LHR,51.4706,-0.461941,London Heathrow Airport
LEGR,125961,1122,GRX,37.18870162963867,-3.777359962463379,Federico Garcia Lorca Airport
LEST,121002,982,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EDLV,118315,698,NRN,51.6024017334,6.14216995239,Weeze Airport
EDDC,111864,724,DRS,51.1328010559082,13.767200469970705,Dresden Airport
ESGG,107030,532,GOT,57.662799835205,12.279800415039,Gothenburg-Landvetter Airport
EGHH,106282,673,BOH,50.77999877929688,-1.8424999713897705,Bournemouth Airport
EHEH,101709,652,EIN,51.4500999451,5.374529838559999,Eindhoven Airport
LIMC,100038,685,MXP,45.6306,8.728110000000001,Malpensa International Airport
ELLX,94027,641,LUX,49.6233333,6.204444400000001,Luxembourg-Findel International Airport
LOWS,85964,679,SZG,47.793300628699996,13.0043001175,Salzburg Airport
LFRS,81240,701,NTE,47.15319824220001,-1.61073005199,Nantes Atlantique Airport
EGFF,78739,478,CWL,51.39670181274414,-3.343329906463623,Cardiff International Airport
