airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,4442400,43951,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEPA,1740315,16076,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EHAM,1243734,9574,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LEZL,1124061,9346,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LFPG,1004343,8456,CDG,49.012798,2.55,Charles de Gaulle International Airport
LEMG,892797,7823,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
LEIB,794594,7560,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
EGLL,768653,5740,LHR,51.4706,-0.461941,London Heathrow Airport
LIRF,737925,6521,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
EDDF,681303,5628,FRA,50.033333,8.570556,Frankfurt am Main Airport
LIMC,655902,5884,MXP,45.6306,8.728110000000001,Malpensa International Airport
LEMH,654174,6783,MAH,39.86259841918945,4.2186498641967765,Menorca Airport
LEBB,639192,6430,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EBBR,595231,5315,BRU,50.9014015198,4.48443984985,Brussels Airport
LFPO,562007,5714,ORY,48.7233333,2.3794444,Paris-Orly Airport
EGKK,557348,4574,LGW,51.148102,-0.190278,London Gatwick Airport
LEAL,478459,5724,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
LPPT,435815,7149,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
EDDM,431682,3940,MUC,48.353802,11.7861,Munich Airport
LSGG,400145,4328,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
LSZH,378146,4081,ZRH,47.464698999999996,8.54917,Zürich Airport
LEST,360255,3603,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
GCXO,317047,2572,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
LIPZ,315977,3333,VCE,45.505299,12.3519,Venice Marco Polo Airport
LEAS,308321,3894,OVD,43.5635986328125,-6.0346198081970215,Asturias Airport
GCLP,303604,2477,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
EKCH,261743,2029,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EGGW,261285,2211,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
LEVX,258101,3040,VGO,42.2318000793457,-8.62677001953125,Vigo Airport
LEGR,253845,2530,GRX,37.18870162963867,-3.777359962463379,Federico Garcia Lorca Airport
LECO,248554,3235,LCG,43.302101,-8.37726,A Coruña Airport
EDDL,243506,3172,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EIDW,217914,1536,DUB,53.421299,-6.27007,Dublin Airport
LEVC,211528,4175,VLC,39.4893,-0.481625,Valencia Airport
GCRR,206533,1542,ACE,28.945498999999998,-13.6052,Lanzarote Airport
KJFK,204495,606,JFK,40.63980103,-73.77890015,John F Kennedy International Airport
LOWW,193290,2071,VIE,48.110298156738004,16.569700241089002,Vienna International Airport
GCTS,190999,1431,TFS,28.044500351,-16.5725002289,Tenerife South Airport
LKPR,179885,1310,PRG,50.1008,14.26,Václav Havel Airport Prague
UUDD,179051,893,DME,55.40879821777344,37.90629959106445,Domodedovo International Airport
EGSS,174846,1442,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGGP,172279,1407,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
LLBG,167291,1463,TLV,32.011398315429695,34.88669967651367,Ben Gurion International Airport
ESSA,161280,1279,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EDDS,155617,2616,STR,48.6898994446,9.22196006775,Stuttgart Airport
EDDH,151794,1424,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
LTBA,130585,1333,ISL,40.976898,28.8146,Atatürk International Airport
EFHK,128774,987,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
LEAM,123091,2976,LEI,36.84389877319336,-2.3701000213623047,Almería International Airport
ENGM,121593,1039,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
LIML,120889,1395,LIN,45.445099,9.27674,Milano Linate Airport
LFSB,111918,1304,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
EDDB,109380,830,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
EGCC,108678,785,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
LIPE,107937,2628,BLQ,44.5354,11.2887,Bologna Guglielmo Marconi Airport
LGAV,103787,839,ATH,37.9364013672,23.944499969499997,Eleftherios Venizelos International Airport
EDDK,97430,745,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
GMMN,97276,1063,CMN,33.36750030517578,-7.589970111846924,Mohammed V International Airport
EGGD,96398,724,BRS,51.382702,-2.71909,Bristol Airport
EDDT,95516,720,TXL,52.5597,13.2877,Berlin-Tegel Airport
LEVD,89532,3215,VLL,41.7061004639,-4.85194015503,Valladolid Airport
EDLW,88450,724,DTM,51.518299102799986,7.61223983765,Dortmund Airport
EGNT,87673,720,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
LEPP,86463,2791,PNA,42.77000045776367,-1.6463299989700315,Pamplona Airport
LESO,84184,2713,EAS,43.35649871826172,-1.7906099557876587,San Sebastian Airport
EGNM,78292,664,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
LEXJ,75503,2317,SDR,43.427101135253906,-3.82000994682312,Santander Airport
