airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGKK,982811,6261,LGW,51.148102,-0.190278,London Gatwick Airport
LEBL,795059,5878,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGCC,494110,2792,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
LFPG,440807,3009,CDG,49.012798,2.55,Charles de Gaulle International Airport
EIDW,435608,2338,DUB,53.421299,-6.27007,Dublin Airport
LEMD,400607,4107,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGSS,344507,2205,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EHAM,333663,2201,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EBBR,311282,2210,BRU,50.9014015198,4.48443984985,Brussels Airport
EGBB,309340,1840,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
LEPA,278363,1927,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGGD,272587,1756,BRS,51.382702,-2.71909,Bristol Airport
EGNX,265324,1803,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EGGW,232365,1584,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGNM,230619,1411,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EGGP,229706,1502,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
EKCH,203586,1313,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
LSZH,183078,1259,ZRH,47.464698999999996,8.54917,Zürich Airport
EFHK,182525,1026,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
GEML,174038,4983,MLN,35.279800415,-2.9562599658999997,Melilla Airport
ENGM,171793,1149,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
LEBB,162290,1221,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LIRF,161374,1211,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
EGNT,160907,1046,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EGPF,160270,1051,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EGAA,155165,1174,BFS,54.6575012207,-6.21582984924,Belfast International Airport
EHEH,149277,1011,EIN,51.4500999451,5.374529838559999,Eindhoven Airport
EDDF,138385,711,FRA,50.033333,8.570556,Frankfurt am Main Airport
ESSA,134227,824,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EDDL,131859,734,DUS,51.289501,6.766780000000001,Düsseldorf Airport
GCXO,123672,891,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
EICK,120701,834,ORK,51.84130096435547,-8.491109848022461,Cork Airport
EHRD,108579,806,RTM,51.956902,4.43722,Rotterdam The Hague Airport
LSGG,106212,830,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
EGPH,106067,675,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
EDLV,105136,660,NRN,51.6024017334,6.14216995239,Weeze Airport
LIMC,104985,754,MXP,45.6306,8.728110000000001,Malpensa International Airport
EBCI,100439,604,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
GCLP,96751,657,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
LEST,95534,604,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
LEVC,89631,1355,VLC,39.4893,-0.481625,Valencia Airport
EDDT,87763,511,TXL,52.5597,13.2877,Berlin-Tegel Airport
EDDM,86574,552,MUC,48.353802,11.7861,Munich Airport
EGPK,84802,523,PIK,55.5093994140625,-4.586669921875,Glasgow Prestwick Airport
EDDH,81344,424,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
