airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,2550193,21304,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEPA,1442496,10918,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
GCLP,1301539,7685,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
EGLL,1197697,9099,LHR,51.4706,-0.461941,London Heathrow Airport
GCXO,1167731,6784,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
LIRF,1129284,7623,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
LFPO,1127295,8987,ORY,48.7233333,2.3794444,Paris-Orly Airport
LPPT,1109807,11583,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
LFPG,1047650,8293,CDG,49.012798,2.55,Charles de Gaulle International Airport
EHAM,1032740,7845,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LEBB,837507,8548,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EDDF,821777,6209,FRA,50.033333,8.570556,Frankfurt am Main Airport
SAEZ,781817,2863,EZE,-34.8222,-58.5358,Ministro Pistarini International Airport
EGKK,703941,5078,LGW,51.148102,-0.190278,London Gatwick Airport
KJFK,685826,3106,JFK,40.63980103,-73.77890015,John F Kennedy International Airport
EDDM,665741,5006,MUC,48.353802,11.7861,Munich Airport
LSGG,645129,6468,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
LIMC,643323,5322,MXP,45.6306,8.728110000000001,Malpensa International Airport
LEST,638506,5458,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
SPIM,580029,2244,LIM,-12.0219,-77.114305,Jorge Chávez International Airport
SKBO,577729,2331,BOG,4.70159,-74.1469,El Dorado International Airport
EBBR,561292,4464,BRU,50.9014015198,4.48443984985,Brussels Airport
LEIB,548092,4382,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
LEAS,526600,5026,OVD,43.5635986328125,-6.0346198081970215,Asturias Airport
LEVX,518993,5562,VGO,42.2318000793457,-8.62677001953125,Vigo Airport
LECO,516985,4411,LCG,43.302101,-8.37726,A Coruña Airport
SBGR,509860,2347,GRU,-23.435556411743164,-46.47305679321289,Guarulhos - Governador André Franco Montoro International Airport
LSZH,493527,4228,ZRH,47.464698999999996,8.54917,Zürich Airport
MMMX,491952,2020,MEX,19.4363,-99.072098,Licenciado Benito Juarez International Airport
LEAL,426406,3786,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
GCRR,422382,2685,ACE,28.945498999999998,-13.6052,Lanzarote Airport
KMIA,416547,1797,MIA,25.79319953918457,-80.29060363769531,Miami International Airport
SVMI,410933,1671,CCS,10.601194,-66.991222,Simón Bolívar International Airport
LEMG,400607,4107,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
LPPR,398181,5688,OPO,41.248100280799996,-8.68138980865,Francisco de Sá Carneiro Airport
MUHA,377194,1548,HAV,22.989200592041016,-82.40910339355469,José Martí International Airport
LIPZ,354752,2640,VCE,45.505299,12.3519,Venice Marco Polo Airport
LEZL,351660,3420,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
SCEL,350198,1464,SCL,-33.393001556396484,-70.78579711914062,Comodoro Arturo Merino Benítez International Airport
MDSD,328777,1314,SDQ,18.42970085144,-69.668899536133,Las Américas International Airport
EIDW,328766,2436,DUB,53.421299,-6.27007,Dublin Airport
LEXJ,320623,5556,SDR,43.427101135253906,-3.82000994682312,Santander Airport
LTBA,313835,2508,ISL,40.976898,28.8146,Atatürk International Airport
LLBG,308621,2473,TLV,32.011398315429695,34.88669967651367,Ben Gurion International Airport
EBCI,306436,1926,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
OMDB,301256,1093,DXB,25.252799987800003,55.3643989563,Dubai International Airport
LEJR,297993,3136,XRY,36.74459838867188,-6.060110092163086,Jerez Airport
GCTS,297876,1797,TFS,28.044500351,-16.5725002289,Tenerife South Airport
EDDL,275364,3301,DUS,51.289501,6.766780000000001,Düsseldorf Airport
SEGU,274175,1238,GYE,-2.15741991997,-79.88359832760001,José Joaquín de Olmedo International Airport
MMUN,271848,765,CUN,21.036500930800003,-86.8770980835,Cancún International Airport
LIPE,265004,2663,BLQ,44.5354,11.2887,Bologna Guglielmo Marconi Airport
LEVC,264416,4564,VLC,39.4893,-0.481625,Valencia Airport
EDDT,259309,1992,TXL,52.5597,13.2877,Berlin-Tegel Airport
LIML,255171,2727,LIN,45.445099,9.27674,Milano Linate Airport
GCFV,243071,1601,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
EKCH,241633,1519,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
LGAV,240007,1474,ATH,37.9364013672,23.944499969499997,Eleftherios Venizelos International Airport
LROP,235474,1745,OTP,44.5711111,26.085,Henri Coandă International Airport
LEAM,233018,3780,LEI,36.84389877319336,-2.3701000213623047,Almería International Airport
EGSS,232624,1443,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LIRA,226016,1375,CIA,41.7994,12.5949,Ciampino–G. B. Pastine International Airport
LKPR,209509,1487,PRG,50.1008,14.26,Václav Havel Airport Prague
LEGR,207490,2854,GRX,37.18870162963867,-3.777359962463379,Federico Garcia Lorca Airport
LFBO,207333,3802,TLS,43.629101,1.36382,Toulouse-Blagnac Airport
MDPC,205136,646,PUJ,18.567399978599997,-68.36340332030001,Punta Cana International Airport
LIME,201832,1367,BGY,45.673901,9.70417,Il Caravaggio International Airport
LOWW,200519,1731,VIE,48.110298156738004,16.569700241089002,Vienna International Airport
MROC,199376,733,SJO,9.993860244750977,-84.20880126953125,Juan Santamaria International Airport
LFLL,198298,2706,LYS,45.725556,5.081111,Lyon Saint-Exupéry Airport
EGGW,196315,1463,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
GMMX,192368,1716,RAK,31.6068992615,-8.036299705510002,Menara Airport
LFML,191842,2507,MRS,43.439271921999996,5.22142410278,Marseille Provence Airport
UUDD,189337,1833,DME,55.40879821777344,37.90629959106445,Domodedovo International Airport
GMMN,189139,1710,CMN,33.36750030517578,-7.589970111846924,Mohammed V International Airport
LEMH,188267,1399,MAH,39.86259841918945,4.2186498641967765,Menorca Airport
OTBD,186912,737,DIA,25.261101,51.565102,Doha International Airport
KORD,177920,679,ORD,41.9786,-87.9048,Chicago O'Hare International Airport
LHBP,172770,1104,BUD,47.429759999999995,19.261093,Budapest Liszt Ferenc International Airport
LESO,169873,4070,EAS,43.35649871826172,-1.7906099557876587,San Sebastian Airport
GMTT,165788,1496,TNG,35.726898193400004,-5.916890144349999,Ibn Batouta Airport
SBGL,162317,667,GIG,-22.809999465900002,-43.2505569458,Rio Galeão – Tom Jobim International Airport
LFOB,161296,1035,BVA,49.45439910888672,2.1127800941467285,Paris Beauvais Tillé Airport
EDDB,153298,1086,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
KPHL,148885,720,PHL,39.87189865112305,-75.24109649658203,Philadelphia International Airport
GOOY,146644,951,DKR,14.739700317382812,-17.49020004272461,Léopold Sédar Senghor International Airport
LEPP,145972,3504,PNA,42.77000045776367,-1.6463299989700315,Pamplona Airport
SUMU,136519,540,MVD,-34.838402,-56.0308,Carrasco International /General C L Berisso Airport
LEGE,131682,875,GRO,41.901000976999995,2.7605500221,Girona Airport
EGCC,128861,1114,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
KDFW,128760,653,DFW,32.896801,-97.038002,Dallas Fort Worth International Airport
UUEE,125388,1187,SVO,55.972599,37.4146,Sheremetyevo International Airport
LBSF,120645,962,SOF,42.696693420410156,23.411436080932614,Sofia Airport
MPTO,117062,508,PTY,9.0713596344,-79.3834991455,Tocumen International Airport
ESSA,116424,741,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
KATL,116224,635,ATL,33.6367,-84.428101,Hartsfield Jackson Atlanta International Airport
EFHK,113617,736,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
EGPH,113169,805,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
LIMF,110821,1855,TRN,45.200802,7.64963,Turin Airport
LFMN,108461,2290,NCE,43.658401489300005,7.215869903560001,Nice-Côte d'Azur Airport
LIRP,104464,642,PSA,43.683899,10.3927,Pisa International Airport
HECA,101098,1041,CAI,30.12190055847168,31.40559959411621,Cairo International Airport
KIAD,99405,498,IAD,38.94449997,-77.45580292,Washington Dulles International Airport
KEWR,98952,677,EWR,40.69250106811523,-74.168701171875,Newark Liberty International Airport
LFSB,97163,685,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
KBOS,96248,446,BOS,42.36429977,-71.00520325,General Edward Lawrence Logan International Airport
LFBD,96023,1745,BOD,44.8283004761,-0.7155560255050001,Bordeaux-Mérignac Airport
EGGP,95042,697,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
MGGT,93180,404,GUA,14.5833,-90.527496,La Aurora Airport
GEML,88320,2327,MLN,35.279800415,-2.9562599658999997,Melilla Airport
EPWA,88274,725,WAW,52.1656990051,20.9671001434,Warsaw Chopin Airport
VTBS,81772,312,BKK,13.681099891662598,100.74700164794922,Suvarnabhumi Airport
DAAG,81227,941,ALG,36.691001892089844,3.215409994125366,Houari Boumediene Airport
LIRN,79355,669,NAP,40.886002000000005,14.2908,Naples International Airport
