airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,3083829,26763,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEPA,1698898,13289,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
GCLP,1553685,10272,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
GCXO,1319681,7969,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
LIRF,1268463,9526,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
LPPT,1167238,12250,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
LFPO,1105851,8583,ORY,48.7233333,2.3794444,Paris-Orly Airport
EGLL,1088885,8823,LHR,51.4706,-0.461941,London Heathrow Airport
EHAM,1073628,7750,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
LFPG,1020231,8517,CDG,49.012798,2.55,Charles de Gaulle International Airport
LEVC,1020220,12186,VLC,39.4893,-0.481625,Valencia Airport
EDDF,902657,8123,FRA,50.033333,8.570556,Frankfurt am Main Airport
LEAL,885403,8521,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
SAEZ,857851,2913,EZE,-34.8222,-58.5358,Ministro Pistarini International Airport
LEBB,837462,8821,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LEST,837212,6405,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
KJFK,709801,3056,JFK,40.63980103,-73.77890015,John F Kennedy International Airport
LEVX,664160,6527,VGO,42.2318000793457,-8.62677001953125,Vigo Airport
EDDM,628906,5212,MUC,48.353802,11.7861,Munich Airport
LIMC,620428,5660,MXP,45.6306,8.728110000000001,Malpensa International Airport
LEIB,612553,6154,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
LECO,610648,5817,LCG,43.302101,-8.37726,A Coruña Airport
LEMG,607565,5264,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
EGKK,601769,4675,LGW,51.148102,-0.190278,London Gatwick Airport
GCRR,583511,3942,ACE,28.945498999999998,-13.6052,Lanzarote Airport
SKBO,577843,2427,BOG,4.70159,-74.1469,El Dorado International Airport
EBBR,563674,5355,BRU,50.9014015198,4.48443984985,Brussels Airport
LEAS,561142,6115,OVD,43.5635986328125,-6.0346198081970215,Asturias Airport
MMMX,519611,2319,MEX,19.4363,-99.072098,Licenciado Benito Juarez International Airport
SPIM,507535,2145,LIM,-12.0219,-77.114305,Jorge Chávez International Airport
LSZH,488434,4283,ZRH,47.464698999999996,8.54917,Zürich Airport
SBGR,484426,2263,GRU,-23.435556411743164,-46.47305679321289,Guarulhos - Governador André Franco Montoro International Airport
LIPZ,479311,3934,VCE,45.505299,12.3519,Venice Marco Polo Airport
LEJR,450541,4116,XRY,36.74459838867188,-6.060110092163086,Jerez Airport
LSGG,426063,3510,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
LPPR,409737,6143,OPO,41.248100280799996,-8.68138980865,Francisco de Sá Carneiro Airport
KMIA,407421,1780,MIA,25.79319953918457,-80.29060363769531,Miami International Airport
MUHA,401312,1644,HAV,22.989200592041016,-82.40910339355469,José Martí International Airport
GCTS,387907,2596,TFS,28.044500351,-16.5725002289,Tenerife South Airport
SVMI,387082,1820,CCS,10.601194,-66.991222,Simón Bolívar International Airport
LEZL,386169,3419,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
LGAV,376492,2501,ATH,37.9364013672,23.944499969499997,Eleftherios Venizelos International Airport
LEXJ,371226,6533,SDR,43.427101135253906,-3.82000994682312,Santander Airport
GCFV,366430,2695,FUE,28.452699661254886,-13.863800048828125,Fuerteventura Airport
SCEL,350466,1540,SCL,-33.393001556396484,-70.78579711914062,Comodoro Arturo Merino Benítez International Airport
LEGR,335650,3513,GRX,37.18870162963867,-3.777359962463379,Federico Garcia Lorca Airport
EIDW,330934,2257,DUB,53.421299,-6.27007,Dublin Airport
MDSD,330293,1373,SDQ,18.42970085144,-69.668899536133,Las Américas International Airport
LTBA,319111,2652,ISL,40.976898,28.8146,Atatürk International Airport
LIML,311297,3280,LIN,45.445099,9.27674,Milano Linate Airport
MMUN,310955,1011,CUN,21.036500930800003,-86.8770980835,Cancún International Airport
EKCH,307038,2237,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EDDL,303909,3773,DUS,51.289501,6.766780000000001,Düsseldorf Airport
LEGE,298278,2080,GRO,41.901000976999995,2.7605500221,Girona Airport
LKPR,293832,2599,PRG,50.1008,14.26,Václav Havel Airport Prague
LLBG,287786,2404,TLV,32.011398315429695,34.88669967651367,Ben Gurion International Airport
GMMX,287211,2359,RAK,31.6068992615,-8.036299705510002,Menara Airport
LIME,284242,2018,BGY,45.673901,9.70417,Il Caravaggio International Airport
LROP,279676,2354,OTP,44.5711111,26.085,Henri Coandă International Airport
EBCI,276334,1778,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
LEAM,274998,4966,LEI,36.84389877319336,-2.3701000213623047,Almería International Airport
GMMN,270513,2454,CMN,33.36750030517578,-7.589970111846924,Mohammed V International Airport
EDDT,267395,2129,TXL,52.5597,13.2877,Berlin-Tegel Airport
LEMH,266262,3055,MAH,39.86259841918945,4.2186498641967765,Menorca Airport
MDPC,261895,855,PUJ,18.567399978599997,-68.36340332030001,Punta Cana International Airport
LIPE,242986,2786,BLQ,44.5354,11.2887,Bologna Guglielmo Marconi Airport
LIRA,231819,1442,CIA,41.7994,12.5949,Ciampino–G. B. Pastine International Airport
LESO,223751,4527,EAS,43.35649871826172,-1.7906099557876587,San Sebastian Airport
LEPP,223549,4168,PNA,42.77000045776367,-1.6463299989700315,Pamplona Airport
GMTT,222999,2007,TNG,35.726898193400004,-5.916890144349999,Ibn Batouta Airport
EGSS,221759,1428,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGGW,217932,1753,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
LFLL,214231,3421,LYS,45.725556,5.081111,Lyon Saint-Exupéry Airport
SEGU,204175,919,GYE,-2.15741991997,-79.88359832760001,José Joaquín de Olmedo International Airport
HECA,200512,1513,CAI,30.12190055847168,31.40559959411621,Cairo International Airport
MROC,194487,728,SJO,9.993860244750977,-84.20880126953125,Juan Santamaria International Airport
LFBO,179082,3621,TLS,43.629101,1.36382,Toulouse-Blagnac Airport
LOWW,177707,1457,VIE,48.110298156738004,16.569700241089002,Vienna International Airport
LFML,172617,2477,MRS,43.439271921999996,5.22142410278,Marseille Provence Airport
LFOB,170303,1098,BVA,49.45439910888672,2.1127800941467285,Paris Beauvais Tillé Airport
KORD,169674,672,ORD,41.9786,-87.9048,Chicago O'Hare International Airport
UUDD,168842,1508,DME,55.40879821777344,37.90629959106445,Domodedovo International Airport
SBGL,167529,689,GIG,-22.809999465900002,-43.2505569458,Rio Galeão – Tom Jobim International Airport
OTBD,167357,730,DIA,25.261101,51.565102,Doha International Airport
LHBP,165462,1433,BUD,47.429759999999995,19.261093,Budapest Liszt Ferenc International Airport
KPHL,161453,712,PHL,39.87189865112305,-75.24109649658203,Philadelphia International Airport
GOOY,153550,1080,DKR,14.739700317382812,-17.49020004272461,Léopold Sédar Senghor International Airport
KIAD,153006,750,IAD,38.94449997,-77.45580292,Washington Dulles International Airport
LBSF,148807,1250,SOF,42.696693420410156,23.411436080932614,Sofia Airport
KEWR,138737,884,EWR,40.69250106811523,-74.168701171875,Newark Liberty International Airport
SEQU,132430,724,,-0.141144007444,-78.4881973267,Mariscal Sucre International Airport
KDFW,130779,659,DFW,32.896801,-97.038002,Dallas Fort Worth International Airport
EDDB,130484,964,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
