airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,301291,2871,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,58316,734,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EDDF,56296,293,FRA,50.033333,8.570556,Frankfurt am Main Airport
LEPA,51199,362,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EDDL,49524,284,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EDDM,42459,248,MUC,48.353802,11.7861,Munich Airport
EDDS,33359,225,STR,48.6898994446,9.22196006775,Stuttgart Airport
EBBR,23280,179,BRU,50.9014015198,4.48443984985,Brussels Airport
EGSS,22727,167,STN,51.8849983215,0.23499999940400002,London Stansted Airport
