airpt,pax,flights,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,2035723,14268,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEMD,1967280,13295,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EDDL,1523868,9336,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EDDF,1009843,5732,FRA,50.033333,8.570556,Frankfurt am Main Airport
EDDK,964320,6379,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EDDH,835994,4870,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EDDT,821023,5691,TXL,52.5597,13.2877,Berlin-Tegel Airport
EDDM,781301,5040,MUC,48.353802,11.7861,Munich Airport
EGKK,780570,4616,LGW,51.148102,-0.190278,London Gatwick Airport
EDDS,753272,5007,STR,48.6898994446,9.22196006775,Stuttgart Airport
EGCC,735565,3942,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDDV,629094,4033,HAJ,52.461101532,9.68507957458,Hannover Airport
LEIB,518008,9335,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
LEVC,485119,5014,VLC,39.4893,-0.481625,Valencia Airport
EGSS,480620,2968,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LSZH,429583,3033,ZRH,47.464698999999996,8.54917,Zürich Airport
EKCH,417260,2823,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
LOWW,403767,2835,VIE,48.110298156738004,16.569700241089002,Vienna International Airport
ESSA,400007,2315,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EGBB,388591,2269,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
LEMH,361000,7141,MAH,39.86259841918945,4.2186498641967765,Menorca Airport
EGGD,356729,2151,BRS,51.382702,-2.71909,Bristol Airport
LFSB,347746,2145,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
EDDN,338121,2312,NUE,49.498699,11.078056,Nuremberg Airport
EGNX,329956,1954,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EHAM,314906,1932,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGNT,308801,1880,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
LEZL,307971,1909,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EDDB,289971,2067,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
LEAL,268543,3012,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
EGNM,258527,1500,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EGGW,241464,1630,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
LFPO,235095,1644,ORY,48.7233333,2.3794444,Paris-Orly Airport
EGGP,228817,1504,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
LEBB,226989,1664,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
ENGM,222971,1284,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EDDP,220344,1317,LEJ,51.423889,12.236388999999999,Leipzig/Halle Airport
EDSB,214852,1360,FKB,48.7793998718,8.08049964905,Karlsruhe Baden-Baden Airport
EDDW,213495,1472,BRE,53.0475006104,8.78666973114,Bremen Airport
EDDG,213272,1612,FMO,52.134601593,7.68483018875,Münster Osnabrück Airport
EGPF,206388,1169,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EGPH,200871,1219,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
EGAA,195883,1158,BFS,54.6575012207,-6.21582984924,Belfast International Airport
EDLP,191307,1262,PAD,51.614101409899995,8.616319656369999,Paderborn Lippstadt Airport
LEMG,190575,1292,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
LSGG,189588,1395,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
EBBR,186637,1221,BRU,50.9014015198,4.48443984985,Brussels Airport
LEGR,174793,1383,GRX,37.18870162963867,-3.777359962463379,Federico Garcia Lorca Airport
EDLW,170536,1169,DTM,51.518299102799986,7.61223983765,Dortmund Airport
EIDW,169691,1031,DUB,53.421299,-6.27007,Dublin Airport
ESGG,161538,873,GOT,57.662799835205,12.279800415039,Gothenburg-Landvetter Airport
LEST,158166,1169,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EHEH,138436,822,EIN,51.4500999451,5.374529838559999,Eindhoven Airport
LIMC,129696,831,MXP,45.6306,8.728110000000001,Malpensa International Airport
EDLV,129176,799,NRN,51.6024017334,6.14216995239,Weeze Airport
EDFH,128892,799,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
EGLL,128426,889,LHR,51.4706,-0.461941,London Heathrow Airport
EKBI,125308,816,BLL,55.7402992249,9.15178012848,Billund Airport
EFHK,120819,714,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
ELLX,112585,789,LUX,49.6233333,6.204444400000001,Luxembourg-Findel International Airport
LFPG,109399,780,CDG,49.012798,2.55,Charles de Gaulle International Airport
EDDC,109074,917,DRS,51.1328010559082,13.767200469970705,Dresden Airport
EGFF,108427,678,CWL,51.39670181274414,-3.343329906463623,Cardiff International Airport
EDDR,107256,677,SCN,49.2145996094,7.10950994492,Saarbrücken Airport
EGHH,106742,705,BOH,50.77999877929688,-1.8424999713897705,Bournemouth Airport
UUDD,105730,640,DME,55.40879821777344,37.90629959106445,Domodedovo International Airport
LFRS,102895,775,NTE,47.15319824220001,-1.61073005199,Nantes Atlantique Airport
LOWS,93220,708,SZG,47.793300628699996,13.0043001175,Salzburg Airport
LIME,90044,552,BGY,45.673901,9.70417,Il Caravaggio International Airport
LFBD,86586,671,BOD,44.8283004761,-0.7155560255050001,Bordeaux-Mérignac Airport
LKPR,83349,634,PRG,50.1008,14.26,Václav Havel Airport Prague
LEZG,82944,792,ZAZ,41.66619873046875,-1.0415500402450562,Zaragoza Air Base
LEAS,81832,721,OVD,43.5635986328125,-6.0346198081970215,Asturias Airport
EHRD,76083,503,RTM,51.956902,4.43722,Rotterdam The Hague Airport
