airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
GCLP,532013,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
LEMD,368715,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EDDL,211747,DUS,51.289501,6.766780000000001,Düsseldorf Airport
GCXO,181868,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
EGCC,143945,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDDF,137692,FRA,50.033333,8.570556,Frankfurt am Main Airport
EGKK,125966,LGW,51.148102,-0.190278,London Gatwick Airport
EDDH,111649,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EDDS,92742,STR,48.6898994446,9.22196006775,Stuttgart Airport
EDDV,89894,HAJ,52.461101532,9.68507957458,Hannover Airport
EHAM,86113,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EDDM,82822,MUC,48.353802,11.7861,Munich Airport
EDDK,76598,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EDDN,76219,NUE,49.498699,11.078056,Nuremberg Airport
EGBB,66040,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
LFPG,65702,CDG,49.012798,2.55,Charles de Gaulle International Airport
EGNX,60502,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EDDT,57021,TXL,52.5597,13.2877,Berlin-Tegel Airport
EGPF,48623,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EDLP,45859,PAD,51.614101409899995,8.616319656369999,Paderborn Lippstadt Airport
EIDW,44829,DUB,53.421299,-6.27007,Dublin Airport
EGGD,40639,BRS,51.382702,-2.71909,Bristol Airport
EBBR,40121,BRU,50.9014015198,4.48443984985,Brussels Airport
