airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,908526,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEMD,301071,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEPA,267316,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
LFPO,197093,ORY,48.7233333,2.3794444,Paris-Orly Airport
EGKK,190927,LGW,51.148102,-0.190278,London Gatwick Airport
LEBB,182876,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LEVC,182441,VLC,39.4893,-0.481625,Valencia Airport
GCLP,181817,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
LIRF,162686,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
GCXO,161668,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
LFPG,159101,CDG,49.012798,2.55,Charles de Gaulle International Airport
EGSS,144917,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LIME,131759,BGY,45.673901,9.70417,Il Caravaggio International Airport
EHAM,131480,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EBCI,128299,CRL,50.459202000000005,4.4538199999999994,Brussels South Charleroi Airport
LPPT,95722,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
LEIB,88616,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
LEST,84480,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
GCRR,78546,ACE,28.945498999999998,-13.6052,Lanzarote Airport
