airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,1572144,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEMD,1540951,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EDDL,918413,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EGKK,891508,LGW,51.148102,-0.190278,London Gatwick Airport
EGCC,859119,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDDF,646600,FRA,50.033333,8.570556,Frankfurt am Main Airport
EDDH,535639,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EDDM,458775,MUC,48.353802,11.7861,Munich Airport
EDDT,417386,TXL,52.5597,13.2877,Berlin-Tegel Airport
EGBB,417029,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EDDV,413803,HAJ,52.461101532,9.68507957458,Hannover Airport
EDDS,392489,STR,48.6898994446,9.22196006775,Stuttgart Airport
EDDK,391258,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
LEIB,329987,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
EGPF,324620,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
LEVC,314988,VLC,39.4893,-0.481625,Valencia Airport
EDLP,314068,PAD,51.614101409899995,8.616319656369999,Paderborn Lippstadt Airport
EDDG,302222,FMO,52.134601593,7.68483018875,Münster Osnabrück Airport
LEAL,299432,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
EGNX,281707,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EGGW,272251,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
LEMG,262767,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
EDDN,262174,NUE,49.498699,11.078056,Nuremberg Airport
EGSS,255843,STN,51.8849983215,0.23499999940400002,London Stansted Airport
LEMH,251114,MAH,39.86259841918945,4.2186498641967765,Menorca Airport
EGGP,225557,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
EGFF,215783,CWL,51.39670181274414,-3.343329906463623,Cardiff International Airport
EIDW,214644,DUB,53.421299,-6.27007,Dublin Airport
EGGD,209698,BRS,51.382702,-2.71909,Bristol Airport
EHAM,197561,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGNT,183281,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
LSZH,170509,ZRH,47.464698999999996,8.54917,Zürich Airport
EDLW,166315,DTM,51.518299102799986,7.61223983765,Dortmund Airport
LEZL,165702,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EDDW,164989,BRE,53.0475006104,8.78666973114,Bremen Airport
EBBR,158210,BRU,50.9014015198,4.48443984985,Brussels Airport
EGNM,141383,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EDDP,140712,LEJ,51.423889,12.236388999999999,Leipzig/Halle Airport
LEBB,125129,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
ESSA,124758,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
EGAA,117855,BFS,54.6575012207,-6.21582984924,Belfast International Airport
EGPH,101829,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
EKCH,101720,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
LIMC,98145,MXP,45.6306,8.728110000000001,Malpensa International Airport
EDDR,97811,SCN,49.2145996094,7.10950994492,Saarbrücken Airport
EDDB,94447,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
LFPG,92460,CDG,49.012798,2.55,Charles de Gaulle International Airport
EGLL,92351,LHR,51.4706,-0.461941,London Heathrow Airport
LEGR,89281,GRX,37.18870162963867,-3.777359962463379,Federico Garcia Lorca Airport
LOWW,86735,VIE,48.110298156738004,16.569700241089002,Vienna International Airport
EDDC,82755,DRS,51.1328010559082,13.767200469970705,Dresden Airport
LFSB,80438,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
EGPK,76765,PIK,55.5093994140625,-4.586669921875,Glasgow Prestwick Airport
