airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,1698898,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,1532541,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EDDL,911926,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EDDK,727898,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EDDF,652782,FRA,50.033333,8.570556,Frankfurt am Main Airport
EDDH,599315,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EDDS,594395,STR,48.6898994446,9.22196006775,Stuttgart Airport
EDDM,526409,MUC,48.353802,11.7861,Munich Airport
EGCC,509064,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGKK,499254,LGW,51.148102,-0.190278,London Gatwick Airport
EDDV,477890,HAJ,52.461101532,9.68507957458,Hannover Airport
LEVC,458000,VLC,39.4893,-0.481625,Valencia Airport
EDDT,407123,TXL,52.5597,13.2877,Berlin-Tegel Airport
LEIB,376173,IBZ,38.8728981018,1.3731199502899998,Ibiza Airport
LEAL,371661,ALC,38.28219985961914,-0.5581560134887695,Alicante International Airport
LSZH,333354,ZRH,47.464698999999996,8.54917,Zürich Airport
LEZL,321588,SVQ,37.41799926757813,-5.8931097984313965,Sevilla Airport
EGSS,290381,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EDDG,283921,FMO,52.134601593,7.68483018875,Münster Osnabrück Airport
EDLW,276085,DTM,51.518299102799986,7.61223983765,Dortmund Airport
LEMG,268922,AGP,36.67490005493164,-4.499110221862793,Málaga Airport
EDDW,264336,BRE,53.0475006104,8.78666973114,Bremen Airport
EDLP,256948,PAD,51.614101409899995,8.616319656369999,Paderborn Lippstadt Airport
LEMH,253424,MAH,39.86259841918945,4.2186498641967765,Menorca Airport
EDDN,252284,NUE,49.498699,11.078056,Nuremberg Airport
EGNT,240303,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EGBB,235821,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGGD,233781,BRS,51.382702,-2.71909,Bristol Airport
LEBB,233325,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
EDDP,230551,LEJ,51.423889,12.236388999999999,Leipzig/Halle Airport
EGNX,220399,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EKCH,213801,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
EGGW,209871,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
LFSB,207725,BSL,47.59,7.5291667,EuroAirport Basel-Mulhouse-Freiburg Airport
EGGP,187594,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
LOWW,186129,VIE,48.110298156738004,16.569700241089002,Vienna International Airport
EDDB,182773,SXF,52.380001,13.5225,Berlin-Schönefeld Airport
EHAM,175545,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EGNM,166967,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EGPF,143242,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
ESSA,141990,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
LEST,132327,SCQ,42.89630126953125,-8.415140151977539,Santiago de Compostela Airport
EDDC,126561,DRS,51.1328010559082,13.767200469970705,Dresden Airport
EGAA,126432,BFS,54.6575012207,-6.21582984924,Belfast International Airport
EDFH,121311,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
EIDW,115588,DUB,53.421299,-6.27007,Dublin Airport
LPPT,114741,LIS,38.7813,-9.13592,Humberto Delgado Airport (Lisbon Portela Airport)
EDLV,112921,NRN,51.6024017334,6.14216995239,Weeze Airport
ENGM,106610,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
LPPR,103908,OPO,41.248100280799996,-8.68138980865,Francisco de Sá Carneiro Airport
LEAS,99300,OVD,43.5635986328125,-6.0346198081970215,Asturias Airport
LPFR,97908,FAO,37.014400482199996,-7.965909957889999,Faro Airport
EDSB,96258,FKB,48.7793998718,8.08049964905,Karlsruhe Baden-Baden Airport
EBBR,95887,BRU,50.9014015198,4.48443984985,Brussels Airport
LIMC,93929,MXP,45.6306,8.728110000000001,Malpensa International Airport
LOWS,93350,SZG,47.793300628699996,13.0043001175,Salzburg Airport
EDDR,90783,SCN,49.2145996094,7.10950994492,Saarbrücken Airport
LFPO,90239,ORY,48.7233333,2.3794444,Paris-Orly Airport
LSGG,89542,GVA,46.23809814453125,6.108950138092041,Geneva Cointrin International Airport
EGFF,89190,CWL,51.39670181274414,-3.343329906463623,Cardiff International Airport
EKBI,88327,BLL,55.7402992249,9.15178012848,Billund Airport
EGPH,87750,EDI,55.95000076293945,-3.372499942779541,Edinburgh Airport
LEJR,75315,XRY,36.74459838867188,-6.060110092163086,Jerez Airport
LFPG,75259,CDG,49.012798,2.55,Charles de Gaulle International Airport
