airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,1159154,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGKK,1071340,LGW,51.148102,-0.190278,London Gatwick Airport
EGCC,722045,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
LEBL,555396,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGGW,436440,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EHAM,363333,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EIDW,342602,DUB,53.421299,-6.27007,Dublin Airport
EBBR,319496,BRU,50.9014015198,4.48443984985,Brussels Airport
EGSS,308600,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGLL,270194,LHR,51.4706,-0.461941,London Heathrow Airport
EDDF,257553,FRA,50.033333,8.570556,Frankfurt am Main Airport
EGNX,240428,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EGGP,230847,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
EGBB,199005,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EDDL,193130,DUS,51.289501,6.766780000000001,Düsseldorf Airport
LFPG,180496,CDG,49.012798,2.55,Charles de Gaulle International Airport
EGPF,162948,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EGGD,162371,BRS,51.382702,-2.71909,Bristol Airport
EKCH,157146,CPH,55.617900848389,12.656000137328999,Copenhagen Kastrup Airport
ESSA,151381,ARN,59.651901245116996,17.918600082397,Stockholm-Arlanda Airport
GEML,142487,MLN,35.279800415,-2.9562599658999997,Melilla Airport
LEPA,141791,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EDDM,131869,MUC,48.353802,11.7861,Munich Airport
LSZH,124356,ZRH,47.464698999999996,8.54917,Zürich Airport
ENGM,121575,OSL,60.193901062011996,11.100399971008,Oslo Gardermoen Airport
EFHK,121313,HEL,60.317199707031,24.963300704956,Helsinki Vantaa Airport
LIMC,115319,MXP,45.6306,8.728110000000001,Malpensa International Airport
EHRD,103843,RTM,51.956902,4.43722,Rotterdam The Hague Airport
EGNT,92907,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EDDH,87909,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EGFF,82711,CWL,51.39670181274414,-3.343329906463623,Cardiff International Airport
