airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
GCLP,469918,LPA,27.931900024414066,-15.38659954071045,Gran Canaria Airport
LEMD,264755,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EDDL,256137,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EGKK,230863,LGW,51.148102,-0.190278,London Gatwick Airport
EGCC,224035,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDDF,187151,FRA,50.033333,8.570556,Frankfurt am Main Airport
EDDH,131883,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EDDV,129842,HAJ,52.461101532,9.68507957458,Hannover Airport
GCXO,129143,TFN,28.4827003479,-16.341499328599998,Tenerife Norte Airport
EHAM,116976,AMS,52.308601,4.76389,Amsterdam Airport Schiphol
EDDS,115149,STR,48.6898994446,9.22196006775,Stuttgart Airport
EDDM,113623,MUC,48.353802,11.7861,Munich Airport
EGBB,96881,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EDDN,86672,NUE,49.498699,11.078056,Nuremberg Airport
EDDK,80934,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
EDDT,67440,TXL,52.5597,13.2877,Berlin-Tegel Airport
EGNX,65473,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EIDW,62528,DUB,53.421299,-6.27007,Dublin Airport
EDLP,62116,PAD,51.614101409899995,8.616319656369999,Paderborn Lippstadt Airport
EGGD,62080,BRS,51.382702,-2.71909,Bristol Airport
EGPF,59631,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EDDG,47414,FMO,52.134601593,7.68483018875,Münster Osnabrück Airport
EDDP,47267,LEJ,51.423889,12.236388999999999,Leipzig/Halle Airport
EBBR,43354,BRU,50.9014015198,4.48443984985,Brussels Airport
EGGW,40348,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
