airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
EGCC,111358,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGKK,80310,LGW,51.148102,-0.190278,London Gatwick Airport
EGPF,64925,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EIDW,56859,DUB,53.421299,-6.27007,Dublin Airport
EGBB,52785,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGNT,40003,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
EGAA,32659,BFS,54.6575012207,-6.21582984924,Belfast International Airport
EBBR,31278,BRU,50.9014015198,4.48443984985,Brussels Airport
EGGD,30106,BRS,51.382702,-2.71909,Bristol Airport
EGFF,28574,CWL,51.39670181274414,-3.343329906463623,Cardiff International Airport
EGGP,24923,LPL,53.33359909057617,-2.849720001220703,Liverpool John Lennon Airport
LEMD,22171,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGGW,21864,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
