airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEMD,187358,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEBL,82978,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EDDF,65455,FRA,50.033333,8.570556,Frankfurt am Main Airport
LEPA,58264,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EDDL,57079,DUS,51.289501,6.766780000000001,Düsseldorf Airport
EGSS,41613,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EDDM,38580,MUC,48.353802,11.7861,Munich Airport
EDDH,35954,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
EDDS,28883,STR,48.6898994446,9.22196006775,Stuttgart Airport
EDDV,24788,HAJ,52.461101532,9.68507957458,Hannover Airport
EBBR,22237,BRU,50.9014015198,4.48443984985,Brussels Airport
EDFH,20262,HHN,49.9487,7.263889999999999,Frankfurt-Hahn Airport
