airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,843016,BCN,41.2971,2.0784599999999998,Barcelona International Airport
LEMD,526232,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
LEPA,309082,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
EGKK,197217,LGW,51.148102,-0.190278,London Gatwick Airport
EGCC,185641,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EDDL,179024,DUS,51.289501,6.766780000000001,Düsseldorf Airport
LEVC,170375,VLC,39.4893,-0.481625,Valencia Airport
LIMC,136081,MXP,45.6306,8.728110000000001,Malpensa International Airport
EGSS,128261,STN,51.8849983215,0.23499999940400002,London Stansted Airport
EGBB,98348,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGNX,88319,EMA,52.8311004639,-1.32806003094,East Midlands Airport
EDDF,69292,FRA,50.033333,8.570556,Frankfurt am Main Airport
EGPF,68398,GLA,55.8718986511,-4.43306016922,Glasgow International Airport
EDDK,67289,CGN,50.865898132299996,7.1427397728,Cologne Bonn Airport
LIRF,65833,FCO,41.800277799999996,12.238888900000001,Leonardo da Vinci–Fiumicino Airport
LIPE,64937,BLQ,44.5354,11.2887,Bologna Guglielmo Marconi Airport
EGNT,61121,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
LIPX,53066,VRN,45.395699,10.8885,Verona Villafranca Airport
EDDM,52171,MUC,48.353802,11.7861,Munich Airport
LIME,48218,BGY,45.673901,9.70417,Il Caravaggio International Airport
EIDW,46766,DUB,53.421299,-6.27007,Dublin Airport
EGFF,46191,CWL,51.39670181274414,-3.343329906463623,Cardiff International Airport
EGNM,44631,LBA,53.86589813232422,-1.6605700254440308,Leeds Bradford Airport
EDDH,41305,HAM,53.630401611328004,9.988229751586902,Hamburg Airport
