airpt,value,airpt_iata,airpt_lat,airpt_lon,airpt_name
LEBL,619435,BCN,41.2971,2.0784599999999998,Barcelona International Airport
EGKK,245947,LGW,51.148102,-0.190278,London Gatwick Airport
LEPA,233358,PMI,39.551700591999996,2.73881006241,Palma De Mallorca Airport
LEMD,229395,MAD,40.471926,-3.56264,Adolfo Suárez Madrid–Barajas Airport
EGCC,164524,MAN,53.35369873046875,-2.2749500274658203,Manchester Airport
EGGW,83754,LTN,51.87469863891602,-0.36833301186561584,London Luton Airport
EGBB,81473,BHX,52.4538993835,-1.7480299472799998,Birmingham International Airport
EGNX,81175,EMA,52.8311004639,-1.32806003094,East Midlands Airport
LIMC,78087,MXP,45.6306,8.728110000000001,Malpensa International Airport
LEBB,65363,BIO,43.30110168457031,-2.9106099605560303,Bilbao Airport
LEVC,61876,VLC,39.4893,-0.481625,Valencia Airport
EGGD,56413,BRS,51.382702,-2.71909,Bristol Airport
EGNT,40627,NCL,55.037498474121094,-1.6916699409484863,Newcastle Airport
